Unnamed: 0,id,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,emp_title,emp_length,home_ownership,annual_inc,verification_status,issue_d,pymnt_plan,url,purpose,title,zip_code,addr_state,dti,delinq_2yrs,earliest_cr_line,fico_range_low,fico_range_high,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_d,last_pymnt_amnt,next_pymnt_d,last_credit_pull_d,last_fico_range_high,last_fico_range_low,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,application_type,annual_inc_joint,dti_joint,verification_status_joint,acc_now_delinq,tot_coll_amt,tot_cur_bal,open_acc_6m,open_act_il,open_il_12m,open_il_24m,mths_since_rcnt_il,total_bal_il,il_util,open_rv_12m,open_rv_24m,max_bal_bc,all_util,total_rev_hi_lim,inq_fi,total_cu_tl,inq_last_12m,acc_open_past_24mths,avg_cur_bal,bc_open_to_buy,bc_util,chargeoff_within_12_mths,delinq_amnt,mo_sin_old_il_acct,mo_sin_old_rev_tl_op,mo_sin_rcnt_rev_tl_op,mo_sin_rcnt_tl,mort_acc,mths_since_recent_bc,mths_since_recent_bc_dlq,mths_since_recent_inq,mths_since_recent_revol_delinq,num_accts_ever_120_pd,num_actv_bc_tl,num_actv_rev_tl,num_bc_sats,num_bc_tl,num_il_tl,num_op_rev_tl,num_rev_accts,num_rev_tl_bal_gt_0,num_sats,num_tl_120dpd_2m,num_tl_30dpd,num_tl_90g_dpd_24m,num_tl_op_past_12m,pct_tl_nvr_dlq,percent_bc_gt_75,pub_rec_bankruptcies,tax_liens,tot_hi_cred_lim,total_bal_ex_mort,total_bc_limit,total_il_high_credit_limit,revol_bal_joint,sec_app_fico_range_low,sec_app_fico_range_high,sec_app_earliest_cr_line,sec_app_inq_last_6mths,sec_app_mort_acc,sec_app_open_acc,sec_app_revol_util,sec_app_open_act_il,sec_app_num_rev_accts,sec_app_chargeoff_within_12_mths,sec_app_collections_12_mths_ex_med,hardship_flag,hardship_type,hardship_reason,hardship_status,deferral_term,hardship_amount,hardship_start_date,hardship_end_date,payment_plan_start_date,hardship_length,hardship_dpd,hardship_loan_status,orig_projected_additional_accrued_interest,hardship_payoff_balance_amount,hardship_last_payment_amount,debt_settlement_flag,target,openness_truth,conscientiousness_truth,extraversion_truth,agreeableness_truth,neuroticism_truth
348,1065196,10000,10000,10000.0, 36 months, 12.69%,335.45,B,B5,Grey Goose Restaurant,2 years,RENT,35000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1065196,debt_consolidation,Stress relief,405xx,KY,12.03,0,Apr-2000,695,699,1,,,10,0,10472,84.6%,15,f,0.0,0.0,7690.46,7690.46,5358.77,1671.4,0.0,660.29,6.4601,Oct-2013,335.45,,Oct-2016,499,0,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
2116,1040586,8000,8000,8000.0, 36 months,  7.90%,250.33,A,A4,Pa Dept of Corrections,10+ years,MORTGAGE,67200.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1040586,home_improvement,Personal Loan,173xx,PA,4.54,0,Mar-1998,730,734,1,32.0,,7,0,3406,36%,22,f,0.0,0.0,8977.5605046956,8977.56,8000.0,977.56,0.0,0.0,0.0,Jun-2014,1725.58,,Feb-2018,744,740,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9792,843646,25000,25000,24366.684855549294, 60 months, 19.29%,652.51,E,E4,US ARMY,10+ years,MORTGAGE,74326.08,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=843646,other,DEBT PAYOFFS,765xx,TX,23.07,1,Dec-1995,710,714,0,15.0,,6,0,11694,90%,12,f,0.0,0.0,27337.85,25862.05,11645.55,11175.5,0.0,4516.8,773.49,Jul-2014,652.51,,Aug-2018,684,680,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,1,0.35,0.55,0.5,0.65,0.45
9429,850025,8700,8700,8700.0, 60 months, 12.99%,197.91,C,C1,UNITED WAY,2 years,RENT,46000.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=850025,car,AUTO LOAN 190E,191xx,PA,3.83,0,Nov-2005,700,704,0,,,9,0,5920,44.5%,11,f,0.0,0.0,11874.3653345073,11874.37,8700.0,3174.37,0.0,0.0,0.0,Sep-2016,197.67,,Aug-2016,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
607,1060885,16950,16950,16950.0, 60 months, 16.77%,419.16,D,D2,Gaston County Schools,10+ years,MORTGAGE,50000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1060885,debt_consolidation,Relief 2011,280xx,NC,14.47,0,Nov-1998,700,704,1,56.0,,12,0,32164,78.5%,23,f,0.0,0.0,25230.268183840803,25230.27,16950.0,8280.27,0.0,0.0,0.0,Feb-2017,499.83,,Jul-2018,619,615,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.6
4392,977839,15850,15850,15825.0, 60 months, 13.49%,364.63,C,C1,department of defense,6 years,MORTGAGE,38397.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=977839,medical,Medical,765xx,TX,11.44,1,Dec-1996,720,724,1,7.0,,9,0,7143,40.1%,19,f,0.0,0.0,15314.46,15290.39,9919.34,5362.99,0.0,32.13,5.783399995,May-2015,364.63,,Feb-2017,614,610,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
7515,880642,25000,25000,24950.0, 36 months, 10.65%,814.34,B,B2,,10+ years,MORTGAGE,75000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=880642,small_business,Small Business Loan,427xx,KY,26.83,0,Oct-1990,735,739,2,,,13,0,22110,44.3%,41,f,0.0,0.0,29315.8399999993,29257.21,25000.0,4315.84,0.0,0.0,0.0,Oct-2014,827.35,,Sep-2014,769,765,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2563,1033565,22000,22000,21975.0, 60 months, 14.65%,519.35,C,C3,Lehigh Valley Hospital,10+ years,MORTGAGE,85500.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1033565,credit_card,Heidi,182xx,PA,27.9,0,Sep-1989,730,734,3,,,14,0,36833,60%,34,f,0.0,0.0,24834.65,24806.43,12430.09,7823.0,0.0,4581.56,824.6807999867,Mar-2015,519.35,,Aug-2018,694,690,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,Y,1,0.35,0.55,0.5,0.65,0.45
9423,850126,4200,4200,4200.0, 36 months, 10.99%,137.49,B,B3,Illinois Appellate Court,2 years,RENT,60000.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=850126,debt_consolidation,Paying off my credit cards,628xx,IL,16.2,0,Oct-2002,700,704,2,,,11,0,5070,20.9%,14,f,0.0,0.0,3515.59,3515.59,2629.94,651.58,0.0,234.07,7.8482999987,Aug-2013,137.49,,Oct-2016,559,555,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
4061,1008915,25000,25000,25000.0, 36 months, 16.77%,888.46,D,D2,US Army Legal Services Agency,10+ years,MORTGAGE,90000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1008915,debt_consolidation,Debt Consolidation,220xx,VA,20.69,0,Jan-1995,685,689,3,,,13,0,39640,88.7%,29,f,0.0,0.0,16913.780000000002,16913.78,7567.19,6608.65,0.0,2737.94,492.8768,Nov-2013,320.36,,Oct-2016,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.6
394,1064582,4000,4000,4000.0, 36 months, 11.71%,132.31,B,B3,,,RENT,24000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1064582,home_improvement,Reline pool and fix steeps,328xx,FL,7.5,1,Feb-2005,685,689,0,16.0,,4,0,1593,54.9%,6,f,0.0,0.0,4186.0230303657,4186.02,4000.0,186.02,0.0,0.0,0.0,May-2012,3658.15,,May-2019,704,700,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9046,856495,18000,18000,18000.0, 36 months,  5.99%,547.52,A,A2,CHEVRON USA,8 years,RENT,65000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=856495,debt_consolidation,debt conslidation,774xx,TX,7.2,0,Mar-1994,770,774,0,,,15,0,20354,30.7%,33,f,0.0,0.0,18396.5338652666,18396.53,18000.0,396.53,0.0,0.0,0.0,Jun-2012,281.36,,Aug-2015,819,815,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2455,1036042,12000,12000,12000.0, 36 months, 11.71%,396.92,B,B3,Little Rock School District,4 years,MORTGAGE,36000.0,Source Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036042,credit_card,Pay Off,722xx,AR,19.13,0,May-2003,695,699,0,,,6,0,11360,88.1%,9,f,0.0,0.0,14288.7616900682,14288.76,12000.0,2288.76,0.0,0.0,0.0,Dec-2014,414.61,,Dec-2014,739,735,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2421,1036603,12000,12000,12000.0, 60 months,  8.90%,248.52,A,A5,"USA Properties Fund, Inc.",10+ years,MORTGAGE,70000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036603,debt_consolidation,2nd Mortgage Payoff,959xx,CA,9.65,0,Jan-1991,770,774,0,,,13,0,143,0.4%,31,f,0.0,0.0,5218.92,5218.92,3583.71,1634.99,0.0,0.22,0.0,Oct-2013,38.64,,May-2020,659,655,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
6315,949901,4200,4200,3950.0, 36 months,  8.90%,133.37,A,A5,transportation security administration,5 years,RENT,34400.0,Source Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=949901,car,My Auto Loan,840xx,UT,6.17,0,Dec-2003,735,739,0,,,2,0,808,80.8%,16,f,0.0,0.0,4738.1807736219,4456.15,4200.0,538.18,0.0,0.0,0.0,Nov-2013,1544.63,,May-2020,654,650,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9089,855739,25000,25000,24725.0, 60 months, 11.49%,549.69,B,B4,First Federal Bank Texas,3 years,MORTGAGE,47500.0,Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=855739,debt_consolidation,Consolidate,757xx,TX,14.12,0,Dec-1990,740,744,0,,,14,0,28943,34.8%,28,f,0.0,0.0,29535.1260022295,29210.24,25000.0,4535.13,0.0,0.0,0.0,Jul-2013,18014.61,,Jan-2020,684,680,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
9197,851092,7200,7200,7200.0, 36 months, 10.59%,234.33,B,B2,Capital Interior Contractors,2 years,RENT,42504.0,Not Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=851092,debt_consolidation,Debt Consolidation,234xx,VA,11.35,0,Jun-2005,685,689,0,,,11,0,12121,38.5%,14,f,0.0,0.0,8435.595997580698,8435.6,7200.0,1235.6,0.0,0.0,0.0,Sep-2014,252.5,,Jan-2018,744,740,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.6
7777,876601,16000,16000,16000.0, 36 months, 11.99%,531.36,B,B5,Temple University Hospital,1 year,RENT,85000.0,Source Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=876601,debt_consolidation,Credit Card Debt Consolidation,191xx,PA,8.64,0,Oct-2005,710,714,3,,,12,0,10652,36.5%,14,f,0.0,0.0,19128.6387427296,19128.64,16000.0,3128.64,0.0,0.0,0.0,Sep-2014,533.38,,Sep-2014,704,700,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
5384,986991,25000,25000,24715.358027223137, 36 months,  7.51%,777.78,A,A3,Eldred CSD,5 years,MORTGAGE,90111.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=986991,debt_consolidation,Loan 2,127xx,NY,20.27,0,Dec-1986,765,769,0,37.0,,12,0,27002,46.8%,38,f,0.0,0.0,14000.040000000005,13834.52,11779.94,2197.42,0.0,22.68,0.0,May-2013,777.78,,May-2020,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
6674,889707,35000,35000,34975.0, 60 months, 11.71%,773.44,B,B3,Old Chicago ,4 years,MORTGAGE,51000.0,Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=889707,small_business,Small Business,662xx,KS,0.35,0,Mar-1998,810,814,0,,,5,0,739,5.2%,13,f,0.0,0.0,3094.6,3092.4,1751.26,1339.34,0.0,4.0,0.0,Feb-2012,773.44,,May-2020,684,680,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
301,1065513,18000,18000,18000.0, 60 months, 16.77%,445.13,D,D2,Old Republic Home Protection,6 years,OWN,40000.0,Not Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1065513,home_improvement,Personal Loan,945xx,CA,18.42,0,Nov-2000,700,704,3,,,7,0,11147,73.4%,20,f,0.0,0.0,11229.37,11229.37,4677.94,4651.94,0.0,1899.49,18.8164000016,Oct-2013,445.13,,Oct-2016,599,595,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
2381,1031409,20000,20000,19675.0, 36 months, 11.71%,661.52,B,B3,RSUI Group Inc,10+ years,RENT,57000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1031409,debt_consolidation,pay bills,913xx,CA,22.74,0,May-2000,705,709,0,,,10,0,18306,67.1%,19,f,0.0,0.0,23795.5780667778,23408.9,20000.0,3795.58,0.0,0.0,0.0,Oct-2014,1991.43,,Sep-2019,804,800,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
670,1061416,20000,20000,20000.0, 36 months,  7.90%,625.81,A,A4,Shine Electronics Inc,10+ years,RENT,50000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1061416,wedding,Wedding loan,113xx,NY,12.84,0,Dec-2001,750,754,1,,,9,0,8399,39.8%,12,f,0.0,0.0,22528.9700000015,22528.97,20000.0,2528.97,0.0,0.0,0.0,Dec-2014,632.09,,Dec-2014,714,710,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
1692,1047470,5000,5000,5000.0, 36 months,  9.91%,161.13,B,B1,South Denver GI,1 year,RENT,31000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1047470,moving,Moving,802xx,CO,19.01,2,May-2001,705,709,2,19.0,,11,0,2562,43.4%,24,f,0.0,0.0,5800.4607817448,5800.46,5000.0,800.46,0.0,0.0,0.0,Dec-2014,166.92,,Nov-2019,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
3984,989290,12000,12000,12000.0, 36 months,  7.51%,373.33,A,A3,Favour Moore & Wilhelmsen,10+ years,RENT,120000.0,Not Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=989290,medical,Loan,863xx,AZ,6.44,0,Nov-1993,740,744,2,,,7,0,21702,58.2%,27,f,0.0,0.0,12665.621211256,12665.62,12000.0,665.62,0.0,0.0,0.0,Sep-2012,9312.1,,Sep-2012,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
859,1058946,21000,21000,21000.0, 36 months, 13.49%,712.54,C,C1,Newark Public Schools,10+ years,MORTGAGE,103000.0,Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1058946,debt_consolidation,Consolidation,088xx,NJ,12.41,0,Mar-1996,705,709,1,,,8,0,22431,86.2%,31,f,0.0,0.0,25518.360014911206,25518.36,21000.0,4518.36,0.0,0.0,0.0,Oct-2014,521.2,,Sep-2015,689,685,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.45
6265,971762,12000,12000,11975.0, 36 months, 11.71%,396.92,B,B3,Marlin Leasing,< 1 year,RENT,50000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=971762,debt_consolidation,Financial Freedom,080xx,NJ,16.68,0,Nov-2004,710,714,1,,,7,0,5759,80%,27,f,0.0,0.0,14044.6897496198,14015.43,12000.0,2044.69,0.0,0.0,0.0,Nov-2013,4538.09,,Aug-2016,764,760,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.5,0.65,0.6
6087,974518,3400,3400,3400.0, 36 months, 13.49%,115.37,C,C1,The Illinois Institute of Art-Chicago,< 1 year,RENT,44000.0,Not Verified,Oct-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=974518,debt_consolidation,Debt Consolidation Loan,606xx,IL,16.09,0,Jun-2006,675,679,2,,,9,0,2911,64.7%,16,f,0.0,0.0,3852.7194787194,3852.72,3400.0,452.72,0.0,0.0,0.0,Dec-2012,2356.22,,Dec-2012,699,695,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.35,0.55,0.4,0.5,0.65
9235,834630,10000,8225,8225.0, 60 months, 13.49%,189.22,C,C2,TarHeel Roofing  Inc.,10+ years,MORTGAGE,163008.0,Source Verified,Aug-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=834630,major_purchase,Major Purchase ,337xx,FL,4.69,1,Dec-1985,690,694,0,22.0,,8,0,10561,40.2%,26,f,0.0,0.0,11352.6570096733,11352.66,8225.0,3127.66,0.0,0.0,0.0,Sep-2016,188.67,,Oct-2017,654,650,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
4729,997328,35000,35000,34975.0, 60 months, 20.30%,933.14,E,E5,USA/World Plastics,< 1 year,MORTGAGE,130000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=997328,debt_consolidation,Debt Consolidation Loan,331xx,FL,13.54,0,Feb-1999,685,689,2,,,17,0,67207,55.8%,28,f,0.0,0.0,23231.97,23215.5,8026.73,11340.5,46.466488649644,3818.28,686.9754000027,Dec-2013,250.89,,Oct-2016,584,580,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.5,0.4,0.65
7958,874021,8000,8000,8000.0, 36 months,  5.99%,243.34,A,A2,"ASGCO Manufacturing, Inc.",10+ years,RENT,38000.0,Not Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=874021,debt_consolidation,Debt Consolidation,180xx,PA,14.53,0,Jan-1995,755,759,0,,,5,0,12490,45.1%,18,f,0.0,0.0,6813.520000000001,6813.52,6094.31,716.97,0.0,2.24,0.0,Jan-2014,243.34,,May-2020,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
1935,1031255,12500,12500,12500.0, 60 months, 16.77%,309.12,D,D2,Bodywaves,6 years,RENT,35000.0,Source Verified,Dec-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1031255,debt_consolidation,Personal Loan,928xx,CA,19.95,0,Aug-1998,700,704,1,44.0,,10,0,17657,71.4%,23,f,0.0,0.0,3400.32,3400.32,1579.1,1805.27,0.0,15.95,0.0,Nov-2012,309.12,,Sep-2017,674,670,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
8794,860817,14400,14400,14275.0, 60 months, 20.25%,383.52,F,F1,us army,10+ years,MORTGAGE,50400.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=860817,debt_consolidation,Debt Consolidation Loan,292xx,SC,20.98,0,Sep-2000,660,664,3,73.0,,10,0,13404,89.4%,20,f,0.0,0.0,8680.490000000002,8605.12,3492.94,4537.66,0.0,649.89,6.2657000029,Jun-2013,383.52,,Oct-2016,599,595,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.35,0.55,0.4,0.5,0.65
7714,877642,8000,8000,7750.0, 36 months,  7.49%,248.82,A,A4,HANNOUSH INC,10+ years,MORTGAGE,45000.0,Verified,Sep-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=877642,debt_consolidation,Debt Consolidation,011xx,MA,29.25,0,Aug-1993,720,724,0,,,9,0,36641,85.7%,20,f,0.0,0.0,8957.2400000029,8677.33,8000.0,957.24,0.0,0.0,0.0,Sep-2014,268.29,,Feb-2020,679,675,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,0,0.55,0.65,0.45,0.6,0.4
2385,1036813,10000,10000,9750.0, 36 months, 11.71%,330.76,B,B3,ups,10+ years,RENT,60000.0,Verified,Nov-2011,n,https://lendingclub.com/browse/loanDetail.action?loan_id=1036813,credit_card,cards,980xx,WA,19.92,0,Dec-1996,695,699,0,82.0,,10,0,18604,82.7%,18,f,0.0,0.0,10915.079999999998,10642.03,9013.92,1885.04,0.0,16.12,0.0,Sep-2014,330.76,,Feb-2015,514,510,0,,1,Individual,,,,0,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,N,,,,,,,,,,,,,,,N,1,0.55,0.65,0.45,0.6,0.4
